2023,2024,2025,2026,2027,2028,2029,2030
3.2521370561464464,3.2521370561464464,3.2521370561464464,3.2521370561464464,3.2521370561464464,3.2521370561464464,3.2521370561464464,3.2521370561464464
3.2527234988241087,3.2527234988241087,3.2527234988241087,3.2527234988241087,3.2527234988241087,3.2527234988241087,3.2527234988241087,3.2527234988241087
6.435430428072709,6.435430428072709,6.435430428072709,6.435430428072709,6.435430428072709,6.435430428072709,6.435430428072709,6.435430428072709
3.3320400821157277,3.3320400821157277,3.3320400821157277,3.3320400821157277,3.3320400821157277,3.3320400821157277,3.3320400821157277,3.3320400821157277
3.2754585661093762,3.2754585661093762,3.2754585661093762,3.2754585661093762,3.2754585661093762,3.2754585661093762,3.2754585661093762,3.2754585661093762
3.319480805407298,3.319480805407298,3.319480805407298,3.319480805407298,3.319480805407298,3.319480805407298,3.319480805407298,3.319480805407298
3.642078000087396,3.642078000087396,3.642078000087396,3.642078000087396,3.642078000087396,3.642078000087396,3.642078000087396,3.642078000087396
3.6386272223861997,3.6386272223861997,3.6386272223861997,3.6386272223861997,3.6386272223861997,3.6386272223861997,3.6386272223861997,3.6386272223861997
3.244744267977682,3.244744267977682,3.244744267977682,3.244744267977682,3.244744267977682,3.244744267977682,3.244744267977682,3.244744267977682
3.247229276948965,3.247229276948965,3.247229276948965,3.247229276948965,3.247229276948965,3.247229276948965,3.247229276948965,3.247229276948965
3.2408165718084816,3.2408165718084816,3.2408165718084816,3.2408165718084816,3.2408165718084816,3.2408165718084816,3.2408165718084816,3.2408165718084816
3.242767335572264,3.242767335572264,3.242767335572264,3.242767335572264,3.242767335572264,3.242767335572264,3.242767335572264,3.242767335572264
3.251213665938181,3.251213665938181,3.251213665938181,3.251213665938181,3.251213665938181,3.251213665938181,3.251213665938181,3.251213665938181
3.2643219736285713,3.2643219736285713,3.2643219736285713,3.2643219736285713,3.2643219736285713,3.2643219736285713,3.2643219736285713,3.2643219736285713
3.258959947725515,3.258959947725515,3.258959947725515,3.258959947725515,3.258959947725515,3.258959947725515,3.258959947725515,3.258959947725515
3.2468300503538874,3.2468300503538874,3.2468300503538874,3.2468300503538874,3.2468300503538874,3.2468300503538874,3.2468300503538874,3.2468300503538874
3.247902494719512,3.247902494719512,3.247902494719512,3.247902494719512,3.247902494719512,3.247902494719512,3.247902494719512,3.247902494719512
3.24406876762003,3.24406876762003,3.24406876762003,3.24406876762003,3.24406876762003,3.24406876762003,3.24406876762003,3.24406876762003
3.2453130560180603,3.2453130560180603,3.2453130560180603,3.2453130560180603,3.2453130560180603,3.2453130560180603,3.2453130560180603,3.2453130560180603
3.2399938480801067,3.2399938480801067,3.2399938480801067,3.2399938480801067,3.2399938480801067,3.2399938480801067,3.2399938480801067,3.2399938480801067
6.418380538495895,6.418380538495895,6.418380538495895,6.418380538495895,6.418380538495895,6.418380538495895,6.418380538495895,6.418380538495895
